Prog,Lit,Intervalo,Metric,Time,Mass
269,a_2,"[0,1693-1,0000]",0.1753,20.67,0.1716
269,a_8,"[0,1002-0,9421]",0.1668,20.50,0.1716
270,d_12,"[0,0326-1,0000]",0.0327,8.11,0.0328
270,~a_9,"[0,0009-0,9722]",0.0324,8.03,0.0328
271,d_11,"[1,2077-1,0000]",1.2280,23.10,1.2085
272,d_13,"[0,1884-1,0000]",0.1977,10.05,0.1912
273,~d_13,"[0,1321-1,0000]",0.1531,11.88,0.2572
273,a_8,"[0,0051-0,8136]",0.2191,11.82,0.2572
274,~a_6,"[0,2594-1,0000]",0.3351,16.44,0.2843
277,a_1,"[0,1352-1,0000]",0.1417,17.29,0.1386
277,a_6,"[0,1123-1,0000]",0.1144,17.11,0.1386
277,a_7,"[0,0959-0,9593]",0.1369,17.14,0.1386
279,~d_19,"[0,1994-1,0000]",0.2004,22.15,0.2000
280,~a_9,"[0,0047-0,8820]",0.1538,22.44,0.1764
281,d_11,"[0,1885-1,0000]",0.2014,10.51,0.1920
282,d_16,"[0,2316-1,0000]",0.2316,19.08,0.2316
282,a_5,"[0,2248-1,0000]",0.2426,18.93,0.2316
282,~a_9,"[0,0005-0,9209]",0.1071,18.87,0.2316
283,a_2,"[0,1561-1,0000]",0.1681,19.13,0.1661
283,a_9,"[0,0311-0,9992]",0.0398,19.10,0.1661
283,~a_8,"[0,0139-0,9739]",0.0506,19.11,0.1661
284,a_7,"[0,0000-0,9336]",0.0753,14.79,0.2343
285,~a_5,"[0,0462-1,0000]",0.0552,17.77,0.1680
285,~a_7,"[0,0000-0,8356]",0.1729,18.04,0.1680
288,a_3,"[0,0146-1,0000]",0.0155,13.84,0.0196
289,a_3,"[0,0214-1,0000]",0.0233,18.90,0.0231
290,~d_14,"[0,2247-1,0000]",0.2459,19.92,0.3506
292,d_12,"[0,1960-1,0000]",0.2029,12.02,0.2290
292,a_7,"[0,2143-0,9966]",0.2641,11.96,0.2290
292,~a_9,"[0,0121-0,8187]",0.2083,11.98,0.2290
293,d_15,"[0,0637-1,0000]",0.0677,14.22,0.0703
293,a_6,"[0,0538-1,0000]",0.0646,14.10,0.0703
293,~a_7,"[0,0128-0,9493]",0.0683,14.11,0.0703
294,d_14,"[0,2471-1,0000]",0.2518,19.22,0.2505
294,a_7,"[0,2421-1,0000]",0.2637,18.96,0.2505
295,d_15,"[1,1922-1,0000]",1.5491,8.75,1.2017
295,a_6,"[1,2009-1,0000]",1.3311,8.63,1.2017
296,d_18,"[0,2022-1,0000]",0.2331,17.91,0.3076
296,~a_8,"[0,0072-0,7068]",0.3032,18.32,0.3076
297,a_3,"[0,0461-1,0000]",0.0462,17.98,0.0462
297,a_7,"[0,0000-0,9739]",0.0294,17.70,0.0462
298,~a_6,"[0,0202-1,0000]",0.0235,7.27,0.1162
299,d_13,"[0,1394-1,0000]",0.1437,15.08,0.1726
