Prog,Lit,Exact,Time
244,~a_6,"[1,0000-1,0000]",2.56
244,a_7,"[0,1816-0,1816]",2.68
245,d_13,"[0,9186-1,0000]",7.74
246,~a_0,"[1,0000-1,0000]",7.27
246,~a_8,"[1,0000-1,0000]",7.54
246,~a_7,"[0,9995-0,9995]",7.69
247,d_15,"[1,0000-1,0000]",3.83
247,a_6,"[0,9787-1,0000]",3.87
247,a_7,"[1,0000-1,0000]",4.30
248,d_11,"[1,0000-1,0000]",2.24
248,a_8,"[0,9963-1,0000]",2.41
248,a_7,"[0,6912-0,7126]",2.32
249,d_15,"[0,9401-1,0000]",3.15
249,~a_8,"[0,7331-0,8879]",3.28
249,a_8,"[0,1121-0,2669]",3.34
250,~a_1,"[1,0000-1,0000]",9.34
250,a_8,"[1,0000-1,0000]",9.49
250,a_9,"[0,0698-0,0703]",9.73
252,d_17,"[1,0000-1,0000]",7.22
253,~a_1,"[0,9828-1,0000]",3.64
253,~a_6,"[0,7921-1,0000]",3.66
253,~a_8,"[0,7921-1,0000]",3.70
254,a_3,"[1,0000-1,0000]",7.12
255,a_4,"[1,0000-1,0000]",3.15
255,a_7,"[0,9335-0,9920]",3.36
256,a_4,"[1,0000-1,0000]",10.98
256,~a_6,"[0,9292-1,0000]",10.84
256,a_7,"[0,9222-0,9930]",11.41
257,a_6,"[0,9995-1,0000]",5.56
257,a_8,"[0,9222-0,9802]",5.62
258,a_1,"[1,0000-1,0000]",3.33
258,a_6,"[1,0000-1,0000]",3.34
258,~a_7,"[0,9689-1,0000]",3.49
259,~a_5,"[1,0000-1,0000]",4.00
259,a_8,"[0,9970-0,9970]",4.53
260,d_15,"[1,0000-1,0000]",8.96
260,a_6,"[0,9400-1,0000]",8.99
261,d_11,"[1,0000-1,0000]",3.50
262,~a_9,"[0,9999-1,0000]",4.06
262,a_7,"[0,0001-0,0001]",4.04
263,~d_10,"[1,0000-1,0000]",1.45
263,~a_5,"[0,9063-1,0000]",1.51
263,a_7,"[0,9927-1,0000]",1.51
264,a_3,"[1,0000-1,0000]",2.93
264,~a_6,"[1,0000-1,0000]",2.95
264,~a_7,"[0,0984-0,0984]",3.03
265,d_12,"[1,0000-1,0000]",16.63
266,d_10,"[1,0000-1,0000]",3.35
266,a_7,"[0,9943-0,9949]",3.45
267,a_3,"[0,9305-1,0000]",4.55
267,a_8,"[0,9525-1,0000]",4.68
267,a_7,"[0,0571-0,1266]",4.69
268,d_16,"[1,0000-1,0000]",7.87
268,a_5,"[1,0000-1,0000]",7.79
268,~a_7,"[0,8597-0,8992]",7.99
269,a_4,"[1,0000-1,0000]",5.84
269,a_7,"[1,0000-1,0000]",6.15
270,a_6,"[0,9257-1,0000]",0.87
270,~a_9,"[0,8979-0,9479]",0.92
272,a_3,"[0,9147-1,0000]",2.34
272,a_7,"[0,8718-0,9571]",2.64
272,a_8,"[0,0205-0,1753]",2.41
273,~d_13,"[1,0000-1,0000]",1.20
273,a_5,"[1,0000-1,0000]",1.22
273,~a_8,"[0,9883-0,9949]",1.36
274,~a_9,"[1,0000-1,0000]",14.69
274,a_9,"[0,0000-0,0000]",14.76
275,~d_14,"[1,0000-1,0000]",2.70
276,a_4,"[1,0000-1,0000]",5.46
276,a_6,"[0,8772-1,0000]",5.43
276,a_7,"[0,0388-0,2894]",5.52
277,a_0,"[1,0000-1,0000]",2.89
278,d_11,"[0,9952-1,0000]",4.46
279,d_12,"[1,0000-1,0000]",6.04
279,a_5,"[1,0000-1,0000]",6.08
279,a_8,"[0,9401-0,9997]",6.20
280,d_18,"[1,0000-1,0000]",5.00
280,~a_6,"[1,0000-1,0000]",5.04
282,a_8,"[1,0000-1,0000]",3.98
282,a_6,"[1,0000-1,0000]",3.98
282,a_9,"[1,0000-1,0000]",4.01
283,a_6,"[1,0000-1,0000]",9.92
284,d_12,"[1,0000-1,0000]",2.69
284,a_7,"[0,9984-0,9999]",2.75
284,~a_8,"[0,0000-0,0000]",2.91
285,d_18,"[1,0000-1,0000]",4.63
285,~a_9,"[0,0000-0,0233]",5.29
286,a_5,"[0,9812-1,0000]",1.73
286,a_8,"[0,0184-0,0184]",1.70
287,a_2,"[1,0000-1,0000]",3.25
287,a_5,"[1,0000-1,0000]",3.29
287,a_7,"[0,1194-0,1194]",3.35
288,d_12,"[1,0000-1,0000]",1.18
288,a_6,"[1,0000-1,0000]",1.23
288,a_7,"[0,0000--0,0000]",1.23
289,a_3,"[1,0000-1,0000]",5.36
289,a_8,"[1,0000-1,0000]",5.69
289,~a_7,"[0,0016-0,0016]",5.49
290,~a_3,"[0,9775-1,0000]",6.87
290,~a_7,"[0,9651-1,0000]",6.94
291,a_5,"[0,9679-1,0000]",5.20
291,a_9,"[0,0000--0,0000]",5.28
