Prog,Lit,Intervalo,Metric,Time,Mass
277,a_12,"[0,0135-1,0000]",0.0139,16.30,0.0188
277,a_16,"[0,0134-1,0000]",0.0149,17.45,0.0188
278,a_16,"[1,3175-0,9997]",1.3464,25.62,1.3427
279,~a_8,"[1,2337-1,0000]",1.2461,16.03,1.2346
279,a_10,"[1,2346-1,0000]",1.4995,15.97,1.2346
279,~a_16,"[1,2344-0,9998]",1.4998,18.88,1.2346
280,d_53,"[0,0006-1,0000]",0.0006,15.30,0.0006
282,~a_14,"[0,0000-1,0000]",0.0000,19.07,0.0000
283,d_39,"[0,0076-1,0000]",0.0091,7.41,0.0169
283,a_11,"[0,0169-1,0000]",0.0174,7.53,0.0169
286,~d_49,"[0,0012-1,0000]",0.0013,16.07,0.0013
287,a_1,"[0,0668-1,0000]",0.0692,16.46,0.0713
287,a_11,"[0,0697-1,0000]",0.0856,16.98,0.0713
287,~a_15,"[0,0682-0,9992]",0.0805,19.42,0.0713
288,~d_25,"[0,9229-1,0000]",1.0141,16.39,0.9231
289,d_35,"[0,0951-1,0000]",0.0961,21.67,0.0959
290,d_60,"[0,1236-1,0000]",0.1274,15.83,0.1282
292,~d_32,"[0,0987-1,0000]",0.1184,15.99,0.1106
292,a_12,"[0,1106-1,0000]",0.1106,15.73,0.1106
293,a_7,"[0,0003-1,0000]",0.0004,15.82,0.0010
294,a_15,"[0,0005-1,0000]",0.0005,8.24,0.0070
295,d_28,"[0,0012-1,0000]",0.0014,15.77,0.0014
295,~a_16,"[0,0007-0,9994]",0.0017,18.76,0.0014
297,a_17,"[0,0002-1,0000]",0.0002,17.85,0.0227
298,d_31,"[0,0992-1,0000]",0.1012,10.76,0.1244
298,~a_12,"[0,1232-1,0000]",0.1420,10.75,0.1244
298,~a_14,"[0,0000-0,9022]",0.1149,11.94,0.1244
299,a_10,"[0,0781-1,0000]",0.0824,16.52,0.0781
299,a_17,"[0,0746-0,9965]",0.0824,26.00,0.0781
